id,bin,triplet_type,mean_acc
7e2tmpa6,3,H,0.8870967741935485
7e2tmpa6,3,L,0.846938775510204
7e2tmpa6,4,H,0.9516129032258065
7e2tmpa6,4,L,0.9183673469387755
7e2tmpa6,5,H,0.8518518518518519
7e2tmpa6,5,L,0.8279569892473118
7e2tmpa6,6,H,0.8838174273858921
7e2tmpa6,6,L,0.9247311827956989
7etrw5nu,1,H,0.9504132231404958
7etrw5nu,1,L,0.883495145631068
7etrw5nu,2,H,0.9291666666666667
7etrw5nu,2,L,0.9387755102040817
7etrw5nu,3,H,0.9126984126984128
7etrw5nu,3,L,0.8977272727272727
7etrw5nu,4,H,0.912
7etrw5nu,4,L,0.9285714285714286
7etrw5nu,5,H,0.9068825910931174
7etrw5nu,5,L,0.9238095238095237
7etrw5nu,6,H,0.9294605809128631
7etrw5nu,6,L,0.9042553191489362
7qw1xhrh,1,H,0.7727272727272727
7qw1xhrh,1,L,0.7865168539325844
7qw1xhrh,2,H,0.949579831932773
7qw1xhrh,2,L,0.9010989010989011
7qw1xhrh,3,H,0.9094650205761317
7qw1xhrh,3,L,0.8444444444444444
7qw1xhrh,4,H,0.944
7qw1xhrh,4,L,0.8977272727272727
7qw1xhrh,5,H,0.9317269076305221
7qw1xhrh,5,L,0.9247311827956989
7qw1xhrh,6,H,0.9559471365638766
7qw1xhrh,6,L,0.9142857142857144
81bqimnf,1,H,0.9713114754098361
81bqimnf,1,L,0.9574468085106382
81bqimnf,2,H,0.9426229508196722
81bqimnf,2,L,0.900990099009901
81bqimnf,3,H,0.9251968503937008
81bqimnf,3,L,0.9157894736842105
81bqimnf,4,H,0.9628099173553719
81bqimnf,4,L,0.9090909090909091
81bqimnf,5,H,0.9382716049382717
81bqimnf,5,L,0.898989898989899
81bqimnf,6,H,0.961089494163424
81bqimnf,6,L,0.975609756097561
81db02fc,1,H,0.9748953974895397
81db02fc,1,L,0.9081632653061225
81db02fc,2,H,0.9128630705394192
81db02fc,2,L,0.8690476190476191
81db02fc,3,H,0.9372549019607843
81db02fc,3,L,0.8315789473684211
81db02fc,4,H,0.953781512605042
81db02fc,4,L,0.9278350515463918
81db02fc,5,H,0.9404761904761904
81db02fc,5,L,0.9347826086956522
81db02fc,6,H,0.9547325102880658
81db02fc,6,L,0.8787878787878788
8c1fhpt1,1,H,0.9523809523809523
8c1fhpt1,1,L,0.95
8c1fhpt1,2,H,0.921487603305785
8c1fhpt1,2,L,0.9285714285714286
8c1fhpt1,3,H,0.9510204081632654
8c1fhpt1,3,L,0.8817204301075269
8c1fhpt1,4,H,0.9579831932773109
8c1fhpt1,4,L,0.9574468085106382
8c1fhpt1,5,H,0.9673469387755103
8c1fhpt1,5,L,0.9690721649484536
8c1fhpt1,6,H,0.9572649572649572
8c1fhpt1,6,L,0.9611650485436893
8cav5z8q,1,H,0.9141630901287554
8cav5z8q,1,L,0.94
8cav5z8q,2,H,0.9612068965517241
8cav5z8q,2,L,0.9347826086956521
8cav5z8q,3,H,0.9583333333333334
8cav5z8q,3,L,0.9347826086956521
8cav5z8q,4,H,0.9493670886075949
8cav5z8q,4,L,0.9574468085106383
8cav5z8q,5,H,0.9344978165938864
8cav5z8q,5,L,0.9885057471264368
8cav5z8q,6,H,0.9294117647058824
8cav5z8q,6,L,0.9655172413793103
8vxgrgkb,1,H,0.9716599190283401
8vxgrgkb,1,L,0.956043956043956
8vxgrgkb,2,H,0.9344262295081968
8vxgrgkb,2,L,0.9148936170212766
8vxgrgkb,3,H,0.860655737704918
8vxgrgkb,3,L,0.898989898989899
8vxgrgkb,4,H,0.961864406779661
8vxgrgkb,4,L,0.8952380952380953
8vxgrgkb,5,H,0.9211618257261411
8vxgrgkb,5,L,0.9351851851851852
8vxgrgkb,6,H,0.9
8vxgrgkb,6,L,0.9
8xlm91xr,1,H,0.9211618257261411
8xlm91xr,1,L,0.9381443298969072
8xlm91xr,2,H,0.9426229508196722
8xlm91xr,2,L,0.9456521739130435
8xlm91xr,3,H,0.9375
8xlm91xr,3,L,0.9354838709677419
8xlm91xr,4,H,0.902834008097166
8xlm91xr,4,L,0.9213483146067416
8xlm91xr,5,H,0.9330543933054394
8xlm91xr,5,L,0.9134615384615384
8xlm91xr,6,H,0.954356846473029
8xlm91xr,6,L,0.9578947368421052
91e0xbu5,1,H,0.8833333333333333
91e0xbu5,1,L,0.875
91e0xbu5,2,H,0.9372384937238495
91e0xbu5,2,L,0.8679245283018868
91e0xbu5,3,H,0.8987854251012145
91e0xbu5,3,L,0.9230769230769231
91e0xbu5,4,H,0.9428571428571428
91e0xbu5,4,L,0.9494949494949495
91e0xbu5,5,H,0.9156626506024097
91e0xbu5,5,L,0.9036144578313253
91e0xbu5,6,H,0.8966942148760331
91e0xbu5,6,L,0.8453608247422679
934tcrxh,1,H,0.9444444444444444
934tcrxh,1,L,0.9528301886792453
934tcrxh,2,H,0.9606299212598425
934tcrxh,2,L,0.9550561797752809
934tcrxh,3,H,0.9276595744680851
934tcrxh,3,L,0.9292929292929293
934tcrxh,4,H,0.926829268292683
934tcrxh,4,L,0.8387096774193548
934tcrxh,5,H,0.889795918367347
934tcrxh,5,L,0.9387755102040817
934tcrxh,6,H,0.970464135021097
934tcrxh,6,L,0.93
95qq6nys,1,H,0.8844621513944223
95qq6nys,1,L,0.9393939393939394
95qq6nys,2,H,0.8734693877551022
95qq6nys,2,L,0.9166666666666666
95qq6nys,3,H,0.896
95qq6nys,3,L,0.8761904761904762
95qq6nys,4,H,0.8995983935742972
95qq6nys,4,L,0.85
95qq6nys,5,H,0.9102040816326531
95qq6nys,5,L,0.9318181818181819
95qq6nys,6,H,0.9153225806451615
95qq6nys,6,L,0.8636363636363635
98n9czmc,1,H,0.9835390946502057
98n9czmc,1,L,0.9603960396039604
98n9czmc,2,H,0.97008547008547
98n9czmc,2,L,0.9207920792079208
98n9czmc,3,H,0.9453781512605042
98n9czmc,3,L,0.912621359223301
98n9czmc,4,H,0.9531914893617022
98n9czmc,4,L,0.9
98n9czmc,5,H,0.9285714285714286
98n9czmc,5,L,0.9166666666666666
98n9czmc,6,H,0.9367588932806324
98n9czmc,6,L,0.9550561797752809
99rxav54,1,H,0.8943089430894308
99rxav54,1,L,0.8977272727272728
99rxav54,2,H,0.9603174603174603
99rxav54,2,L,0.8736842105263158
99rxav54,3,H,0.9404761904761904
99rxav54,3,L,0.9545454545454546
99rxav54,4,H,0.9678714859437751
99rxav54,4,L,0.9325842696629214
99rxav54,5,H,0.9482758620689656
99rxav54,5,L,0.9782608695652174
99rxav54,6,H,0.9333333333333332
99rxav54,6,L,0.8762886597938144
9d4b8u7f,1,H,0.8995983935742972
9d4b8u7f,1,L,0.8876404494382021
9d4b8u7f,2,H,0.9142857142857143
9d4b8u7f,2,L,0.853932584269663
9d4b8u7f,3,H,0.9497907949790795
9d4b8u7f,3,L,0.891566265060241
9d4b8u7f,4,H,0.9453125
9d4b8u7f,4,L,0.8735632183908046
9d4b8u7f,5,H,0.8796680497925311
9d4b8u7f,5,L,0.86
9d4b8u7f,6,H,0.8987341772151899
9d4b8u7f,6,L,0.9181818181818182
9dptpzrf,1,H,0.8495934959349586
9dptpzrf,1,L,0.7888888888888886
9dptpzrf,2,H,0.9644268774703557
9dptpzrf,2,L,0.9574468085106382
9dptpzrf,3,H,0.9539748953974896
9dptpzrf,3,L,0.8
9dptpzrf,4,H,0.962655601659751
9dptpzrf,4,L,0.9313725490196079
9dptpzrf,5,H,0.952191235059761
9dptpzrf,5,L,0.9347826086956521
9dptpzrf,6,H,0.8461538461538458
9dptpzrf,6,L,0.7526881720430109
9e1r9mu0,1,H,0.9504132231404958
9e1r9mu0,1,L,0.8235294117647058
9e1r9mu0,2,H,0.9024390243902439
9e1r9mu0,2,L,0.9010989010989011
9e1r9mu0,3,H,0.9246031746031744
9e1r9mu0,3,L,0.8125
9e1r9mu0,4,H,0.8823529411764706
9e1r9mu0,4,L,0.79
9e1r9mu0,5,H,0.9142857142857144
9e1r9mu0,5,L,0.8452380952380951
9e1r9mu0,6,H,0.9132231404958677
9e1r9mu0,6,L,0.8913043478260869
9e9jgfep,1,H,0.966804979253112
9e9jgfep,1,L,0.98
9e9jgfep,2,H,0.9572649572649572
9e9jgfep,2,L,0.9183673469387755
9e9jgfep,3,H,0.9839357429718876
9e9jgfep,3,L,0.8947368421052632
9e9jgfep,4,H,0.9583333333333333
9e9jgfep,4,L,0.9263157894736842
9e9jgfep,5,H,0.9325396825396826
9e9jgfep,5,L,0.9534883720930233
9e9jgfep,6,H,0.966804979253112
9e9jgfep,6,L,0.9072164948453608
9eprutwa,1,H,0.9173553719008266
9eprutwa,1,L,0.9292929292929293
9eprutwa,2,H,0.9194915254237288
9eprutwa,2,L,0.8679245283018868
9eprutwa,3,H,0.9446640316205533
9eprutwa,3,L,0.8255813953488371
9eprutwa,4,H,0.9061224489795917
9eprutwa,4,L,0.9019607843137255
9eprutwa,5,H,0.9458333333333333
9eprutwa,5,L,0.9148936170212767
9eprutwa,6,H,0.9087136929460581
9eprutwa,6,L,0.8686868686868687
9eybg7ux,1,H,0.9634146341463414
9eybg7ux,1,L,0.91
9eybg7ux,2,H,0.9493670886075949
9eybg7ux,2,L,0.9381443298969072
9eybg7ux,3,H,0.9551020408163265
9eybg7ux,3,L,0.9130434782608695
9eybg7ux,4,H,0.9754098360655739
9eybg7ux,4,L,0.9393939393939394
9eybg7ux,5,H,0.9547325102880658
9eybg7ux,5,L,0.9545454545454546
9eybg7ux,6,H,0.9836065573770492
9eybg7ux,6,L,0.8977272727272728
9owrldau,1,H,0.9442231075697212
9owrldau,1,L,0.962962962962963
9owrldau,2,H,0.9428571428571428
9owrldau,2,L,0.8977272727272727
9owrldau,3,H,0.9465020576131687
9owrldau,3,L,0.8839285714285714
9owrldau,4,H,0.9506172839506173
9owrldau,4,L,0.9042553191489362
9owrldau,5,H,0.9469387755102041
9owrldau,5,L,0.9099999999999999
9owrldau,6,H,0.9669421487603306
9owrldau,6,L,0.9139784946236559
9qygdnaf,1,H,0.9083333333333334
9qygdnaf,1,L,0.9166666666666667
9qygdnaf,2,H,0.8699186991869917
9qygdnaf,2,L,0.8260869565217391
9qygdnaf,3,H,0.8600823045267489
9qygdnaf,3,L,0.8545454545454545
9qygdnaf,4,H,0.9392712550607287
9qygdnaf,4,L,0.9000000000000001
9qygdnaf,5,H,0.8838174273858921
9qygdnaf,5,L,0.7830188679245282
9qygdnaf,6,H,0.8320000000000001
9qygdnaf,6,L,0.8350515463917525
9s5fp6s6,1,H,0.9362549800796812
9s5fp6s6,1,L,0.9484536082474226
9s5fp6s6,2,H,0.9416666666666668
9s5fp6s6,2,L,0.8888888888888888
9s5fp6s6,3,H,0.9033613445378151
9s5fp6s6,3,L,0.8613861386138614
9s5fp6s6,4,H,0.9387755102040816
9s5fp6s6,4,L,0.9108910891089109
9s5fp6s6,5,H,0.9145299145299146
9s5fp6s6,5,L,0.8877551020408163
9s5fp6s6,6,H,0.9620253164556963
9s5fp6s6,6,L,0.9117647058823529
9ypnxdh1,1,H,0.9367588932806324
9ypnxdh1,1,L,0.9099999999999999
9ypnxdh1,2,H,0.9246861924686193
9ypnxdh1,2,L,0.8857142857142857
9ypnxdh1,3,H,0.9676113360323887
9ypnxdh1,3,L,0.9157894736842105
9ypnxdh1,4,H,0.932
9ypnxdh1,4,L,0.8631578947368421
9ypnxdh1,5,H,0.9139344262295083
9ypnxdh1,5,L,0.912621359223301
9ypnxdh1,6,H,0.9218106995884773
9ypnxdh1,6,L,0.8737864077669902
a2lhxhxk,1,H,0.9142857142857144
a2lhxhxk,1,L,0.8823529411764706
a2lhxhxk,2,H,0.8971193415637859
a2lhxhxk,2,L,0.7653061224489796
a2lhxhxk,3,H,0.888
a2lhxhxk,3,L,0.8172043010752688
a2lhxhxk,4,H,0.9181034482758621
a2lhxhxk,4,L,0.8181818181818181
a2lhxhxk,5,H,0.8984375
a2lhxhxk,5,L,0.9010989010989011
a2lhxhxk,6,H,0.8861788617886179
a2lhxhxk,6,L,0.8645833333333333
a9n5v3d1,1,H,0.8971193415637859
a9n5v3d1,1,L,0.8811881188118813
a9n5v3d1,2,H,0.8833333333333333
a9n5v3d1,2,L,0.8461538461538461
a9n5v3d1,3,H,0.9176954732510288
a9n5v3d1,3,L,0.8181818181818181
a9n5v3d1,4,H,0.937007874015748
a9n5v3d1,4,L,0.8620689655172413
a9n5v3d1,5,H,0.8893280632411067
a9n5v3d1,5,L,0.8913043478260869
a9n5v3d1,6,H,0.8765432098765432
a9n5v3d1,6,L,0.9175257731958764
acyrm6vi,1,H,0.9666666666666667
acyrm6vi,1,L,0.9595959595959596
acyrm6vi,2,H,0.9609375
acyrm6vi,2,L,0.896551724137931
acyrm6vi,3,H,0.9754098360655737
acyrm6vi,3,L,0.9714285714285714
acyrm6vi,4,H,0.9497907949790795
acyrm6vi,4,L,0.9801980198019802
acyrm6vi,5,H,0.9473684210526315
acyrm6vi,5,L,0.8902439024390244
acyrm6vi,6,H,0.9628099173553719
acyrm6vi,6,L,0.9555555555555556
adx0ufr2,1,H,0.9033613445378151
adx0ufr2,1,L,0.9619047619047619
adx0ufr2,2,H,0.9135802469135802
adx0ufr2,2,L,0.9494949494949495
adx0ufr2,3,H,0.9285714285714285
adx0ufr2,3,L,0.9299999999999999
adx0ufr2,4,H,0.9180327868852458
adx0ufr2,4,L,0.8823529411764706
adx0ufr2,5,H,0.8995983935742972
adx0ufr2,5,L,0.9387755102040816
adx0ufr2,6,H,0.8755020080321284
adx0ufr2,6,L,0.9647058823529412
ahrykldn,1,H,0.9407114624505929
ahrykldn,1,L,0.8041237113402062
ahrykldn,2,H,0.8975409836065574
ahrykldn,2,L,0.8854166666666667
ahrykldn,3,H,0.8875
ahrykldn,3,L,0.8736842105263158
ahrykldn,4,H,0.951417004048583
ahrykldn,4,L,0.8229166666666666
ahrykldn,5,H,0.8924302788844621
ahrykldn,5,L,0.8666666666666667
ahrykldn,6,H,0.8911290322580645
ahrykldn,6,L,0.8514851485148515
ajw8rmzy,1,H,0.9512195121951219
ajw8rmzy,1,L,0.9468085106382979
ajw8rmzy,2,H,0.9527896995708154
ajw8rmzy,2,L,0.9523809523809523
ajw8rmzy,3,H,0.9484978540772533
ajw8rmzy,3,L,0.9181818181818183
ajw8rmzy,4,H,0.925
ajw8rmzy,4,L,0.9142857142857143
ajw8rmzy,5,H,0.9156626506024097
ajw8rmzy,5,L,0.8444444444444444
ajw8rmzy,6,H,0.9336099585062241
ajw8rmzy,6,L,0.9175257731958764
au3z690l,1,H,0.9392712550607287
au3z690l,1,L,0.9333333333333333
au3z690l,2,H,0.9510204081632654
au3z690l,2,L,0.9504950495049505
au3z690l,3,H,0.9586776859504132
au3z690l,3,L,0.9354838709677419
au3z690l,4,H,0.9356223175965666
au3z690l,4,L,0.967032967032967
au3z690l,5,H,0.9581589958158996
au3z690l,5,L,0.9090909090909091
au3z690l,6,H,0.9533898305084746
au3z690l,6,L,0.8557692307692307
awz14fq9,1,H,0.9090909090909091
awz14fq9,1,L,0.9134615384615385
awz14fq9,2,H,0.907258064516129
awz14fq9,2,L,0.8400000000000001
awz14fq9,3,H,0.962962962962963
awz14fq9,3,L,0.88
awz14fq9,4,H,0.9411764705882353
awz14fq9,4,L,0.9484536082474226
awz14fq9,5,H,0.9512195121951219
awz14fq9,5,L,0.9504950495049505
awz14fq9,6,H,0.9444444444444444
awz14fq9,6,L,0.9313725490196079
bd6v7ia1,1,H,0.9205020920502092
bd6v7ia1,1,L,0.9782608695652174
bd6v7ia1,2,H,0.9456066945606694
bd6v7ia1,2,L,0.9278350515463917
bd6v7ia1,3,H,0.962962962962963
bd6v7ia1,3,L,0.875
bd6v7ia1,4,H,0.9188034188034189
bd6v7ia1,4,L,0.911764705882353
bd6v7ia1,5,H,0.896694214876033
bd6v7ia1,5,L,0.9207920792079208
bd6v7ia1,6,H,0.9191489361702128
bd6v7ia1,6,L,0.8913043478260869
bh4nuak1,1,H,0.987603305785124
bh4nuak1,1,L,0.9504950495049505
bh4nuak1,2,H,0.9549180327868853
bh4nuak1,2,L,0.9411764705882352
bh4nuak1,3,H,0.9065040650406505
bh4nuak1,3,L,0.8316831683168318
bh4nuak1,4,H,0.903765690376569
bh4nuak1,4,L,0.8777777777777778
bh4nuak1,5,H,0.8983739837398373
bh4nuak1,5,L,0.8681318681318682
bh4nuak1,6,H,0.9004149377593361
bh4nuak1,6,L,0.8785046728971962
bla7r2es,1,H,0.9551020408163267
bla7r2es,1,L,0.9080459770114943
bla7r2es,2,H,0.9190283400809717
bla7r2es,2,L,0.9157894736842106
bla7r2es,3,H,0.8806584362139919
bla7r2es,3,L,0.8725490196078431
bla7r2es,4,H,0.8928571428571429
bla7r2es,4,L,0.8888888888888888
bla7r2es,5,H,0.8630705394190872
bla7r2es,5,L,0.8969072164948454
bla7r2es,6,H,0.8811475409836065
bla7r2es,6,L,0.9081632653061225
bx2hkvzu,1,H,0.9063829787234042
bx2hkvzu,1,L,0.9393939393939394
bx2hkvzu,2,H,0.9094650205761317
bx2hkvzu,2,L,0.9484536082474226
bx2hkvzu,3,H,0.9315589353612167
bx2hkvzu,3,L,0.9186046511627908
bx2hkvzu,4,H,0.929460580912863
bx2hkvzu,4,L,0.9375
bx2hkvzu,5,H,0.924
bx2hkvzu,5,L,0.8777777777777778
bx2hkvzu,6,H,0.9053497942386832
bx2hkvzu,6,L,0.8787878787878787
byga4vql,1,H,0.9796747967479675
byga4vql,1,L,0.9550561797752809
byga4vql,2,H,0.9593495934959348
byga4vql,2,L,0.9789473684210527
byga4vql,3,H,0.9722222222222222
byga4vql,3,L,0.9148936170212766
byga4vql,4,H,0.9635627530364372
byga4vql,4,L,0.9
byga4vql,5,H,0.9347826086956521
byga4vql,5,L,0.944954128440367
byga4vql,6,H,0.9527896995708154
byga4vql,6,L,0.8990825688073395
c8cu3c3m,1,H,0.9143968871595332
c8cu3c3m,1,L,0.9010989010989011
c8cu3c3m,2,H,0.8966942148760331
c8cu3c3m,2,L,0.8488372093023256
c8cu3c3m,3,H,0.9233870967741935
c8cu3c3m,3,L,0.9270833333333334
c8cu3c3m,4,H,0.96
c8cu3c3m,4,L,0.9101123595505618
c8cu3c3m,5,H,0.921487603305785
c8cu3c3m,5,L,0.9176470588235294
c8cu3c3m,6,H,0.8925619834710743
c8cu3c3m,6,L,0.8461538461538461
cjz75i22,1,H,0.7714285714285715
cjz75i22,1,L,0.74
cjz75i22,2,H,0.940928270042194
cjz75i22,2,L,0.8829787234042554
cjz75i22,3,H,0.9176954732510288
cjz75i22,3,L,0.8958333333333333
cjz75i22,4,H,0.911764705882353
cjz75i22,4,L,0.8846153846153846
cjz75i22,5,H,0.8734177215189872
cjz75i22,5,L,0.9065420560747665
cjz75i22,6,H,0.9508196721311475
cjz75i22,6,L,0.9021739130434783
cqohls3i,1,H,0.9
cqohls3i,1,L,0.9157894736842105
cqohls3i,2,H,0.925311203319502
cqohls3i,2,L,0.7684210526315789
cqohls3i,3,H,0.8930041152263375
cqohls3i,3,L,0.8105263157894738
cqohls3i,4,H,0.927710843373494
cqohls3i,4,L,0.900990099009901
cqohls3i,5,H,0.8708333333333333
cqohls3i,5,L,0.8673469387755102
cqohls3i,6,H,0.897872340425532
cqohls3i,6,L,0.8600000000000001
cw1o9bs1,1,H,0.905579399141631
cw1o9bs1,1,L,0.967391304347826
cw1o9bs1,2,H,0.9288537549407114
cw1o9bs1,2,L,0.9302325581395349
cw1o9bs1,3,H,0.936
cw1o9bs1,3,L,0.797752808988764
cw1o9bs1,4,H,0.9504132231404958
cw1o9bs1,4,L,0.8514851485148515
cw1o9bs1,5,H,0.9
cw1o9bs1,5,L,0.9423076923076923
cw1o9bs1,6,H,0.9456066945606694
cw1o9bs1,6,L,0.9065420560747665
d0ik7z9x,1,H,0.819277108433735
d0ik7z9x,1,L,0.8043478260869565
d0ik7z9x,2,H,0.868312757201646
d0ik7z9x,2,L,0.8282828282828283
d0ik7z9x,3,H,0.9590163934426229
d0ik7z9x,3,L,0.9351851851851852
d0ik7z9x,4,H,0.9406779661016949
d0ik7z9x,4,L,0.9528301886792453
d0ik7z9x,5,H,0.8790322580645162
d0ik7z9x,5,L,0.8526315789473684
d0ik7z9x,6,H,0.8838174273858921
d0ik7z9x,6,L,0.8738738738738738
d2m1zo7g,1,H,0.7851239669421489
d2m1zo7g,1,L,0.7714285714285715
d2m1zo7g,2,H,0.8823529411764706
d2m1zo7g,2,L,0.8383838383838385
d2m1zo7g,3,H,0.8401639344262296
d2m1zo7g,3,L,0.8571428571428571
d2m1zo7g,4,H,0.9208333333333333
d2m1zo7g,4,L,0.8476190476190476
d2m1zo7g,5,H,0.9012345679012347
d2m1zo7g,5,L,0.8878504672897196
d2m1zo7g,6,H,0.8204081632653064
d2m1zo7g,6,L,0.8137254901960783
d3omyepd,1,H,0.936
d3omyepd,1,L,0.8709677419354839
d3omyepd,2,H,0.9572649572649572
d3omyepd,2,L,0.9238095238095239
d3omyepd,3,H,0.9661016949152542
d3omyepd,3,L,0.875
d3omyepd,4,H,0.9362549800796812
d3omyepd,4,L,0.9120879120879122
d3omyepd,5,H,0.8870967741935484
d3omyepd,5,L,0.9489795918367347
d3omyepd,6,H,0.9615384615384615
d3omyepd,6,L,0.8761904761904762
d6it3y3p,1,H,0.7649402390438251
d6it3y3p,1,L,0.7227722772277229
d6it3y3p,2,H,0.9180327868852458
d6it3y3p,2,L,0.8877551020408163
d6it3y3p,3,H,0.8481012658227848
d6it3y3p,3,L,0.8571428571428571
d6it3y3p,4,H,0.8823529411764706
d6it3y3p,4,L,0.9090909090909091
d6it3y3p,5,H,0.8776371308016878
d6it3y3p,5,L,0.8674698795180723
d6it3y3p,6,H,0.9098712446351932
d6it3y3p,6,L,0.8686868686868688
decnc028,1,H,0.929460580912863
decnc028,1,L,0.90625
decnc028,2,H,0.9516129032258065
decnc028,2,L,0.9139784946236559
decnc028,3,H,0.9196787148594379
decnc028,3,L,0.8369565217391305
decnc028,4,H,0.8821138211382115
decnc028,4,L,0.8600000000000001
decnc028,5,H,0.9016393442622951
decnc028,5,L,0.8936170212765957
decnc028,6,H,0.9304347826086956
decnc028,6,L,0.911764705882353
diqhmi3m,1,H,0.9297520661157025
diqhmi3m,1,L,0.8709677419354839
diqhmi3m,2,H,0.890295358649789
diqhmi3m,2,L,0.8387096774193548
diqhmi3m,3,H,0.9246861924686193
diqhmi3m,3,L,0.8514851485148516
diqhmi3m,4,H,0.9341563786008231
diqhmi3m,4,L,0.8854166666666667
diqhmi3m,5,H,0.8729508196721312
diqhmi3m,5,L,0.8725490196078431
diqhmi3m,6,H,0.9221311475409836
diqhmi3m,6,L,0.8297872340425533
dkzozr6c,1,H,0.9914893617021276
dkzozr6c,1,L,0.9891304347826086
dkzozr6c,2,H,0.9581589958158996
dkzozr6c,2,L,0.9680851063829787
dkzozr6c,3,H,0.9523809523809523
dkzozr6c,3,L,0.8936170212765957
dkzozr6c,4,H,0.9416666666666668
dkzozr6c,4,L,0.8952380952380953
dkzozr6c,5,H,0.8717948717948717
dkzozr6c,5,L,0.8165137614678898
dkzozr6c,6,H,0.8744769874476988
dkzozr6c,6,L,0.8163265306122449
dmsi5tdj,1,H,0.7974683544303797
dmsi5tdj,1,L,0.7807017543859649
dmsi5tdj,2,H,0.9045643153526972
dmsi5tdj,2,L,0.8878504672897196
dmsi5tdj,3,H,0.8436213991769548
dmsi5tdj,3,L,0.8041237113402062
dmsi5tdj,4,H,0.9306122448979591
dmsi5tdj,4,L,0.8823529411764706
dmsi5tdj,5,H,0.863070539419087
dmsi5tdj,5,L,0.8775510204081634
dmsi5tdj,6,H,0.888
dmsi5tdj,6,L,0.8514851485148515
dnoe2hz9,1,H,0.8543307086614172
dnoe2hz9,1,L,0.8777777777777778
dnoe2hz9,2,H,0.871900826446281
dnoe2hz9,2,L,0.9130434782608695
dnoe2hz9,3,H,0.8111587982832619
dnoe2hz9,3,L,0.7717391304347826
dnoe2hz9,4,H,0.929460580912863
dnoe2hz9,4,L,0.9655172413793104
dnoe2hz9,5,H,0.8755186721991701
dnoe2hz9,5,L,0.8899082568807339
dnoe2hz9,6,H,0.8702928870292888
dnoe2hz9,6,L,0.8727272727272727
dq82faf2,1,H,0.9659574468085106
dq82faf2,1,L,1
dq82faf2,2,H,0.9404255319148936
dq82faf2,2,L,0.9809523809523809
dq82faf2,3,H,0.9502074688796679
dq82faf2,3,L,0.9719626168224299
dq82faf2,4,H,0.9661016949152541
dq82faf2,4,L,0.9626168224299065
dq82faf2,5,H,0.9787234042553191
dq82faf2,5,L,0.9814814814814815
dq82faf2,6,H,0.973568281938326
dq82faf2,6,L,0.9900990099009901
dr4gkvot,1,H,0.9193548387096774
dr4gkvot,1,L,0.8829787234042553
dr4gkvot,2,H,0.924
dr4gkvot,2,L,0.8811881188118812
dr4gkvot,3,H,0.905982905982906
dr4gkvot,3,L,0.9238095238095239
dr4gkvot,4,H,0.9362549800796812
dr4gkvot,4,L,0.9010989010989011
dr4gkvot,5,H,0.9008264462809917
dr4gkvot,5,L,0.865979381443299
dr4gkvot,6,H,0.8979591836734694
dr4gkvot,6,L,0.8131868131868133
ds5uz2d5,1,H,0.9109311740890688
ds5uz2d5,1,L,0.8924731182795699
ds5uz2d5,2,H,0.9504504504504505
ds5uz2d5,2,L,0.9186046511627908
ds5uz2d5,3,H,0.8701298701298702
ds5uz2d5,3,L,0.8426966292134831
ds5uz2d5,4,H,0.9437751004016064
ds5uz2d5,4,L,0.8461538461538461
ds5uz2d5,5,H,0.8951612903225807
ds5uz2d5,5,L,0.8958333333333333
ds5uz2d5,6,H,0.9170124481327802
ds5uz2d5,6,L,0.90625
dyyp50j9,1,H,0.9711934156378601
dyyp50j9,1,L,0.96875
dyyp50j9,2,H,0.9471544715447154
dyyp50j9,2,L,0.9795918367346939
dyyp50j9,3,H,0.9218106995884774
dyyp50j9,3,L,0.9468085106382979
dyyp50j9,4,H,0.970954356846473
dyyp50j9,4,L,0.9626168224299065
dyyp50j9,5,H,0.9586776859504132
dyyp50j9,5,L,0.9375
dyyp50j9,6,H,0.9586776859504132
dyyp50j9,6,L,0.9882352941176471
e9v1bzuc,1,H,0.737051792828685
e9v1bzuc,1,L,0.7701149425287357
e9v1bzuc,2,H,0.814977973568282
e9v1bzuc,2,L,0.7978723404255318
e9v1bzuc,3,H,0.9188034188034188
e9v1bzuc,3,L,0.9285714285714286
e9v1bzuc,4,H,0.8938775510204082
e9v1bzuc,4,L,0.9099999999999999
e9v1bzuc,5,H,0.9259259259259258
e9v1bzuc,5,L,0.8936170212765958
e9v1bzuc,6,H,0.8571428571428571
e9v1bzuc,6,L,0.8446601941747572
eegst1da,1,H,0.852
eegst1da,1,L,0.7582417582417582
eegst1da,2,H,0.8866396761133603
eegst1da,2,L,0.8723404255319149
eegst1da,3,H,0.8612244897959183
eegst1da,3,L,0.8762886597938144
eegst1da,4,H,0.8830645161290324
eegst1da,4,L,0.8921568627450981
eegst1da,5,H,0.9007936507936508
eegst1da,5,L,0.9354838709677419
eegst1da,6,H,0.9256198347107438
eegst1da,6,L,0.8571428571428571
efi3fjue,1,H,0.9393939393939394
efi3fjue,1,L,0.9038461538461539
efi3fjue,2,H,0.8918918918918919
efi3fjue,2,L,0.8658536585365854
efi3fjue,3,H,0.8818565400843882
efi3fjue,3,L,0.8240740740740741
efi3fjue,4,H,0.9020408163265304
efi3fjue,4,L,0.86
efi3fjue,5,H,0.8928571428571429
efi3fjue,5,L,0.9139784946236559
efi3fjue,6,H,0.8553719008264464
efi3fjue,6,L,0.8588235294117647
ej4up0rn,1,H,0.9188034188034189
ej4up0rn,1,L,0.875
ej4up0rn,2,H,0.8925619834710743
