id,bin,triplet_type,mean_acc
2davx7nt,3,H,0.9404255319148936
2davx7nt,3,L,0.9565217391304349
2davx7nt,4,H,0.9411764705882353
2davx7nt,4,L,0.9666666666666667
2davx7nt,5,H,0.9406779661016949
2davx7nt,5,L,0.9196428571428571
2davx7nt,6,H,0.9716599190283401
2davx7nt,6,L,0.925531914893617
2n6v1k3u,1,H,0.8704453441295549
2n6v1k3u,1,L,0.9195402298850576
2n6v1k3u,2,H,0.8221343873517787
2n6v1k3u,2,L,0.7882352941176471
2n6v1k3u,3,H,0.8765432098765432
2n6v1k3u,3,L,0.8762886597938144
2n6v1k3u,4,H,0.874493927125506
2n6v1k3u,4,L,0.8351648351648352
2n6v1k3u,5,H,0.892116182572614
2n6v1k3u,5,L,0.8941176470588236
2n6v1k3u,6,H,0.8688524590163935
2n6v1k3u,6,L,0.8504672897196262
2v42ipxy,1,H,0.9224489795918368
2v42ipxy,1,L,0.894736842105263
2v42ipxy,2,H,0.9116465863453816
2v42ipxy,2,L,0.8369565217391305
2v42ipxy,3,H,0.9433198380566802
2v42ipxy,3,L,0.8924731182795699
2v42ipxy,4,H,0.9628099173553719
2v42ipxy,4,L,0.9090909090909091
2v42ipxy,5,H,0.925311203319502
2v42ipxy,5,L,0.9387755102040817
2v42ipxy,6,H,0.9149797570850202
2v42ipxy,6,L,0.8695652173913044
2wl27dkz,1,H,0.9618644067796611
2wl27dkz,1,L,0.9819819819819819
2wl27dkz,2,H,0.968
2wl27dkz,2,L,0.9101123595505618
2wl27dkz,3,H,0.9243697478991596
2wl27dkz,3,L,0.936842105263158
2wl27dkz,4,H,0.9672131147540983
2wl27dkz,4,L,0.96
2wl27dkz,5,H,0.967479674796748
2wl27dkz,5,L,0.970873786407767
2wl27dkz,6,H,0.9256198347107436
2wl27dkz,6,L,0.8952380952380953
2xn0szh6,1,H,0.8916666666666667
2xn0szh6,1,L,0.8962264150943395
2xn0szh6,2,H,0.8653061224489795
2xn0szh6,2,L,0.9313725490196079
2xn0szh6,3,H,0.7903225806451615
2xn0szh6,3,L,0.7127659574468085
2xn0szh6,4,H,0.897872340425532
2xn0szh6,4,L,0.9393939393939394
2xn0szh6,5,H,0.9188034188034189
2xn0szh6,5,L,0.8981481481481481
2xn0szh6,6,H,0.9068825910931174
2xn0szh6,6,L,0.9
2z10bv6a,1,H,0.940928270042194
2z10bv6a,1,L,0.9438202247191011
2z10bv6a,2,H,0.933609958506224
2z10bv6a,2,L,0.84
2z10bv6a,3,H,0.9649805447470817
2z10bv6a,3,L,0.923913043478261
2z10bv6a,4,H,0.9451476793248945
2z10bv6a,4,L,0.875
2z10bv6a,5,H,0.959349593495935
2z10bv6a,5,L,0.9591836734693877
2z10bv6a,6,H,0.9387755102040816
2z10bv6a,6,L,0.7857142857142858
2zbxslpn,1,H,0.7874999999999994
2zbxslpn,1,L,0.8363636363636365
2zbxslpn,2,H,0.9047619047619049
2zbxslpn,2,L,0.8181818181818181
2zbxslpn,3,H,0.7759336099585059
2zbxslpn,3,L,0.7472527472527473
2zbxslpn,4,H,0.8257261410788382
2zbxslpn,4,L,0.822429906542056
2zbxslpn,5,H,0.903765690376569
2zbxslpn,5,L,0.8736842105263158
2zbxslpn,6,H,0.9068825910931173
2zbxslpn,6,L,0.8369565217391305
30a1bp8j,1,H,0.9102564102564102
30a1bp8j,1,L,0.8952380952380953
30a1bp8j,2,H,0.9357429718875502
30a1bp8j,2,L,0.9603960396039604
30a1bp8j,3,H,0.8813559322033899
30a1bp8j,3,L,0.872549019607843
30a1bp8j,4,H,0.8884462151394422
30a1bp8j,4,L,0.891566265060241
30a1bp8j,5,H,0.8353909465020577
30a1bp8j,5,L,0.923076923076923
30a1bp8j,6,H,0.8930041152263375
30a1bp8j,6,L,0.875
321yl4lz,1,H,0.876
321yl4lz,1,L,0.8064516129032258
321yl4lz,2,H,0.8987854251012145
321yl4lz,2,L,0.8494623655913978
321yl4lz,3,H,0.8983739837398373
321yl4lz,3,L,0.8556701030927835
321yl4lz,4,H,0.8775510204081632
321yl4lz,4,L,0.8476190476190476
321yl4lz,5,H,0.8477366255144033
321yl4lz,5,L,0.8990825688073395
321yl4lz,6,H,0.9316239316239316
321yl4lz,6,L,0.8600000000000001
36eh4u39,1,H,0.9214876033057852
36eh4u39,1,L,0.8958333333333333
36eh4u39,2,H,0.5575221238938058
36eh4u39,2,L,0.5258620689655175
36eh4u39,3,H,0.9330708661417322
36eh4u39,3,L,0.9479166666666667
36eh4u39,4,H,0.8916666666666667
36eh4u39,4,L,0.8823529411764706
36eh4u39,5,H,0.8806584362139919
36eh4u39,5,L,0.8712871287128713
36eh4u39,6,H,0.892
36eh4u39,6,L,0.9042553191489362
38k6v81o,1,H,0.9375
38k6v81o,1,L,0.962962962962963
38k6v81o,2,H,0.9404255319148935
38k6v81o,2,L,0.9595959595959596
38k6v81o,3,H,0.9271255060728745
38k6v81o,3,L,0.8901098901098901
38k6v81o,4,H,0.9596412556053812
38k6v81o,4,L,0.963963963963964
38k6v81o,5,H,0.9661016949152542
38k6v81o,5,L,0.9801980198019802
38k6v81o,6,H,0.9796747967479675
38k6v81o,6,L,0.9080459770114943
3942ithx,1,H,0.8823529411764706
3942ithx,1,L,0.7865168539325842
3942ithx,2,H,0.9166666666666667
3942ithx,2,L,0.8404255319148937
3942ithx,3,H,0.8739837398373984
3942ithx,3,L,0.9157894736842106
3942ithx,4,H,0.926530612244898
3942ithx,4,L,0.8888888888888888
3942ithx,5,H,0.8451882845188285
3942ithx,5,L,0.8020833333333333
3942ithx,6,H,0.9051383399209486
3942ithx,6,L,0.8470588235294118
3c48ijq4,1,H,0.9504132231404958
3c48ijq4,1,L,0.9479166666666667
3c48ijq4,2,H,0.9435483870967742
3c48ijq4,2,L,0.9438202247191011
3c48ijq4,3,H,0.9552845528455285
3c48ijq4,3,L,0.8613861386138614
3c48ijq4,4,H,0.9465020576131687
3c48ijq4,4,L,0.92
3c48ijq4,5,H,0.916
3c48ijq4,5,L,0.9340659340659341
3c48ijq4,6,H,0.9539748953974896
3c48ijq4,6,L,0.945054945054945
3o6c5jme,1,H,0.9406779661016949
3o6c5jme,1,L,0.9157894736842106
3o6c5jme,2,H,0.9130434782608696
3o6c5jme,2,L,0.9
3o6c5jme,3,H,0.9558232931726908
3o6c5jme,3,L,0.9166666666666667
3o6c5jme,4,H,0.9259259259259258
3o6c5jme,4,L,0.9484536082474226
3o6c5jme,5,H,0.9259259259259259
3o6c5jme,5,L,0.8953488372093024
3o6c5jme,6,H,0.9206349206349207
3o6c5jme,6,L,0.8842105263157894
3z7js7ze,1,H,0.9558232931726908
3z7js7ze,1,L,0.9042553191489362
3z7js7ze,2,H,0.948
3z7js7ze,2,L,0.9213483146067416
3z7js7ze,3,H,0.9341563786008231
3z7js7ze,3,L,0.941747572815534
3z7js7ze,4,H,0.9234042553191489
3z7js7ze,4,L,0.9252336448598131
3z7js7ze,5,H,0.9065040650406504
3z7js7ze,5,L,0.8415841584158417
3z7js7ze,6,H,0.9166666666666667
3z7js7ze,6,L,0.8909090909090909
4c4vv6fg,1,H,0.972
4c4vv6fg,1,L,0.9574468085106383
4c4vv6fg,2,H,0.9576271186440678
4c4vv6fg,2,L,0.9191919191919192
4c4vv6fg,3,H,0.9333333333333333
4c4vv6fg,3,L,0.9195402298850575
4c4vv6fg,4,H,0.9521739130434783
4c4vv6fg,4,L,0.9115044247787611
4c4vv6fg,5,H,0.8715953307392996
4c4vv6fg,5,L,0.9010989010989011
4c4vv6fg,6,H,0.9149797570850202
4c4vv6fg,6,L,0.9010989010989011
4iu45lp8,1,H,0.8130081300813011
4iu45lp8,1,L,0.8712871287128714
4iu45lp8,2,H,0.9518072289156627
4iu45lp8,2,L,0.97
4iu45lp8,3,H,0.9710743801652892
4iu45lp8,3,L,0.9555555555555555
4iu45lp8,4,H,0.979253112033195
4iu45lp8,4,L,0.946808510638298
4iu45lp8,5,H,0.9705882352941175
4iu45lp8,5,L,0.967032967032967
4iu45lp8,6,H,0.9746835443037974
4iu45lp8,6,L,0.9622641509433962
4j2ynmmd,1,H,0.9397590361445783
4j2ynmmd,1,L,0.9099999999999999
4j2ynmmd,2,H,0.881057268722467
4j2ynmmd,2,L,0.8796296296296297
4j2ynmmd,3,H,0.940928270042194
4j2ynmmd,3,L,0.8857142857142857
4j2ynmmd,4,H,0.9430894308943089
4j2ynmmd,4,L,0.9099999999999999
4j2ynmmd,5,H,0.9102040816326532
4j2ynmmd,5,L,0.883495145631068
4j2ynmmd,6,H,0.8972332015810276
4j2ynmmd,6,L,0.8041237113402062
4lce564k,1,H,0.9878542510121457
4lce564k,1,L,1
4lce564k,2,H,0.9918367346938776
4lce564k,2,L,0.978021978021978
4lce564k,3,H,0.9841269841269841
4lce564k,3,L,0.9444444444444444
4lce564k,4,H,0.9834710743801653
4lce564k,4,L,0.9578947368421052
4lce564k,5,H,0.962655601659751
4lce564k,5,L,0.9381443298969072
4lce564k,6,H,0.9581589958158996
4lce564k,6,L,0.972972972972973
4oenuj4z,1,H,0.9753086419753086
4oenuj4z,1,L,0.9166666666666667
4oenuj4z,2,H,0.9508196721311476
4oenuj4z,2,L,0.8888888888888888
4oenuj4z,3,H,0.9210526315789475
4oenuj4z,3,L,0.8888888888888888
4oenuj4z,4,H,0.926530612244898
4oenuj4z,4,L,0.9148936170212766
4oenuj4z,5,H,0.8833333333333333
4oenuj4z,5,L,0.8666666666666667
4oenuj4z,6,H,0.895397489539749
4oenuj4z,6,L,0.8648648648648649
4osyobtp,1,H,0.911764705882353
4osyobtp,1,L,0.9381443298969072
4osyobtp,2,H,0.8995815899581588
4osyobtp,2,L,0.9270833333333334
4osyobtp,3,H,0.9061224489795918
4osyobtp,3,L,0.8522727272727272
4osyobtp,4,H,0.9221311475409837
4osyobtp,4,L,0.8888888888888888
4osyobtp,5,H,0.9083333333333333
4osyobtp,5,L,0.875
4osyobtp,6,H,0.8888888888888888
4osyobtp,6,L,0.826530612244898
4tjawqeo,1,H,0.917391304347826
4tjawqeo,1,L,0.8571428571428571
4tjawqeo,2,H,0.9246031746031745
4tjawqeo,2,L,0.8876404494382022
4tjawqeo,3,H,0.90234375
4tjawqeo,3,L,0.8860759493670887
4tjawqeo,4,H,0.9504132231404958
4tjawqeo,4,L,0.8969072164948454
4tjawqeo,5,H,0.933884297520661
4tjawqeo,5,L,0.9090909090909091
4tjawqeo,6,H,0.924
4tjawqeo,6,L,0.8901098901098901
4uzthrsp,1,H,0.8884462151394422
4uzthrsp,1,L,0.8367346938775511
4uzthrsp,2,H,0.9234042553191489
4uzthrsp,2,L,0.8737864077669902
4uzthrsp,3,H,0.921875
4uzthrsp,3,L,0.8705882352941177
4uzthrsp,4,H,0.9382716049382717
4uzthrsp,4,L,0.8899999999999999
4uzthrsp,5,H,0.8813559322033898
4uzthrsp,5,L,0.8921568627450981
4uzthrsp,6,H,0.9392712550607287
4uzthrsp,6,L,0.846938775510204
5aqq8r6w,1,H,0.9020408163265305
5aqq8r6w,1,L,0.9157894736842106
5aqq8r6w,2,H,0.9453781512605042
5aqq8r6w,2,L,0.9056603773584906
5aqq8r6w,3,H,0.937759336099585
5aqq8r6w,3,L,0.8061224489795917
5aqq8r6w,4,H,0.9414225941422595
5aqq8r6w,4,L,0.9444444444444444
5aqq8r6w,5,H,0.8801652892561983
5aqq8r6w,5,L,0.8352941176470587
5aqq8r6w,6,H,0.8693877551020408
5aqq8r6w,6,L,0.8316831683168318
5ckvwhwy,1,H,0.9306122448979591
5ckvwhwy,1,L,0.923076923076923
5ckvwhwy,2,H,0.9437751004016063
5ckvwhwy,2,L,0.8924731182795699
5ckvwhwy,3,H,0.941908713692946
5ckvwhwy,3,L,0.918918918918919
5ckvwhwy,4,H,0.9554655870445343
5ckvwhwy,4,L,0.9489795918367347
5ckvwhwy,5,H,0.9558232931726909
5ckvwhwy,5,L,0.84375
5ckvwhwy,6,H,0.9469387755102041
5ckvwhwy,6,L,0.963855421686747
5g9je77m,1,H,0.921487603305785
5g9je77m,1,L,0.8958333333333333
5g9je77m,2,H,0.8945147679324895
5g9je77m,2,L,0.838095238095238
5g9je77m,3,H,0.924
5g9je77m,3,L,0.8899999999999999
5g9je77m,4,H,0.9163346613545815
5g9je77m,4,L,0.9080459770114943
5g9je77m,5,H,0.9024390243902439
5g9je77m,5,L,0.8990825688073395
5g9je77m,6,H,0.8680000000000001
5g9je77m,6,L,0.8433734939759037
5l6mnknj,1,H,0.9102040816326531
5l6mnknj,1,L,0.9052631578947368
5l6mnknj,2,H,0.908
5l6mnknj,2,L,0.8901098901098901
5l6mnknj,3,H,0.9421487603305785
5l6mnknj,3,L,0.9032258064516128
5l6mnknj,4,H,0.9322033898305083
5l6mnknj,4,L,0.9468085106382979
5l6mnknj,5,H,0.9297520661157025
5l6mnknj,5,L,0.8787878787878788
5l6mnknj,6,H,0.962962962962963
5l6mnknj,6,L,0.967032967032967
5tqven48,1,H,0.930327868852459
5tqven48,1,L,0.8640776699029126
5tqven48,2,H,0.9102040816326531
5tqven48,2,L,0.8350515463917526
5tqven48,3,H,0.9206349206349207
5tqven48,3,L,0.8241758241758242
5tqven48,4,H,0.8951612903225807
5tqven48,4,L,0.8333333333333333
5tqven48,5,H,0.8808510638297872
5tqven48,5,L,0.8543689320388349
5tqven48,6,H,0.9087136929460581
5tqven48,6,L,0.8333333333333334
5un6y0nb,1,H,0.9423868312757202
5un6y0nb,1,L,0.9072164948453608
5un6y0nb,2,H,0.9121338912133892
5un6y0nb,2,L,0.9191919191919192
5un6y0nb,3,H,0.9658119658119658
5un6y0nb,3,L,0.9439252336448598
5un6y0nb,4,H,0.9554655870445343
5un6y0nb,4,L,0.9318181818181819
5un6y0nb,5,H,0.9105691056910569
5un6y0nb,5,L,0.9438202247191011
5un6y0nb,6,H,0.9392712550607287
5un6y0nb,6,L,0.9148936170212766
5vluzm8n,1,H,0.9411764705882352
5vluzm8n,1,L,0.9489795918367347
5vluzm8n,2,H,0.9375
5vluzm8n,2,L,0.956989247311828
5vluzm8n,3,H,0.9346938775510203
5vluzm8n,3,L,0.9285714285714286
5vluzm8n,4,H,0.925764192139738
5vluzm8n,4,L,0.9009009009009009
5vluzm8n,5,H,0.8983739837398373
5vluzm8n,5,L,0.9270833333333334
5vluzm8n,6,H,0.8893617021276595
5vluzm8n,6,L,0.9042553191489362
62pu08b1,1,H,0.8729508196721311
62pu08b1,1,L,0.8600000000000001
62pu08b1,2,H,0.9163179916317992
62pu08b1,2,L,0.8846153846153846
62pu08b1,3,H,0.8884120171673819
62pu08b1,3,L,0.8699999999999999
62pu08b1,4,H,0.9121338912133892
62pu08b1,4,L,0.8846153846153846
62pu08b1,5,H,0.875
62pu08b1,5,L,0.8571428571428571
62pu08b1,6,H,0.8305785123966942
62pu08b1,6,L,0.8229166666666667
63xil5ki,1,H,0.9426229508196722
63xil5ki,1,L,0.9238095238095239
63xil5ki,2,H,0.9428571428571427
63xil5ki,2,L,0.9565217391304348
63xil5ki,3,H,0.928
63xil5ki,3,L,0.9058823529411765
63xil5ki,4,H,0.9404255319148935
63xil5ki,4,L,0.9310344827586207
63xil5ki,5,H,0.9152542372881355
63xil5ki,5,L,0.9444444444444444
63xil5ki,6,H,0.8382978723404251
63xil5ki,6,L,0.9052631578947368
66jz8ugt,1,H,0.8483606557377049
66jz8ugt,1,L,0.8823529411764706
66jz8ugt,2,H,0.9135802469135802
66jz8ugt,2,L,0.7789473684210526
66jz8ugt,3,H,0.903765690376569
66jz8ugt,3,L,0.8317757009345795
66jz8ugt,4,H,0.9128630705394191
66jz8ugt,4,L,0.8113207547169812
66jz8ugt,5,H,0.8685258964143425
66jz8ugt,5,L,0.8842105263157894
66jz8ugt,6,H,0.8613445378151261
66jz8ugt,6,L,0.7640449438202247
6f2ol425,1,H,0.926530612244898
6f2ol425,1,L,0.9148936170212766
6f2ol425,2,H,0.9029535864978903
6f2ol425,2,L,0.8736842105263158
6f2ol425,3,H,0.8931623931623932
6f2ol425,3,L,0.8645833333333333
6f2ol425,4,H,0.9043824701195219
6f2ol425,4,L,0.8777777777777778
6f2ol425,5,H,0.8806584362139918
6f2ol425,5,L,0.8080808080808082
6f2ol425,6,H,0.9203187250996016
6f2ol425,6,L,0.8351648351648351
6gwztzbq,1,H,0.8353909465020577
6gwztzbq,1,L,0.8181818181818181
6gwztzbq,2,H,0.9109311740890689
6gwztzbq,2,L,0.7978723404255319
6gwztzbq,3,H,0.8709677419354838
6gwztzbq,3,L,0.9058823529411765
6gwztzbq,4,H,0.9221311475409836
6gwztzbq,4,L,0.8857142857142857
6gwztzbq,5,H,0.9259259259259259
6gwztzbq,5,L,0.8613861386138615
6gwztzbq,6,H,0.8924302788844621
6gwztzbq,6,L,0.9325842696629213
6jpt0age,1,H,0.8838174273858921
6jpt0age,1,L,0.8686868686868687
6jpt0age,2,H,0.8619246861924685
6jpt0age,2,L,0.8224299065420559
6jpt0age,3,H,0.8493723849372385
6jpt0age,3,L,0.8152173913043479
6jpt0age,4,H,0.9180327868852458
6jpt0age,4,L,0.8617021276595744
6jpt0age,5,H,0.903765690376569
6jpt0age,5,L,0.9
6jpt0age,6,H,0.9338842975206612
6jpt0age,6,L,0.7200000000000001
6ui53ym6,1,H,0.9566929133858267
6ui53ym6,1,L,0.9868421052631579
6ui53ym6,2,H,0.9333333333333333
6ui53ym6,2,L,0.9247311827956989
6ui53ym6,3,H,0.9467213114754098
6ui53ym6,3,L,0.9354838709677419
6ui53ym6,4,H,0.9354838709677419
6ui53ym6,4,L,0.8947368421052632
6ui53ym6,5,H,0.9068825910931173
6ui53ym6,5,L,0.9351851851851852
6ui53ym6,6,H,0.9132231404958677
6ui53ym6,6,L,0.8854166666666667
7cwp4v6n,1,H,0.9387755102040816
7cwp4v6n,1,L,0.9368421052631579
7cwp4v6n,2,H,0.9233870967741935
7cwp4v6n,2,L,0.9175257731958762
7cwp4v6n,3,H,0.9279661016949152
7cwp4v6n,3,L,0.8773584905660378
7cwp4v6n,4,H,0.9344262295081968
7cwp4v6n,4,L,0.9230769230769231
7cwp4v6n,5,H,0.8916666666666667
7cwp4v6n,5,L,0.9326923076923077
7cwp4v6n,6,H,0.9105691056910569
7cwp4v6n,6,L,0.9263157894736842
7e2tmpa6,1,H,0.8775510204081634
7e2tmpa6,1,L,0.9222222222222223
7e2tmpa6,2,H,0.8619246861924686
7e2tmpa6,2,L,0.9029126213592233
