id,bin,ls_binwise_acc
02012588,1,0.03324047583195289
02012588,2,0.05225988700564976
02012588,3,0.08938746438746448
02012588,4,0.12271086171647316
02012588,5,-0.03224206349206349
02012588,6,0.060107095046854186
02hhn3yb,1,0.02467765348817319
02hhn3yb,2,0.053006329113924
02hhn3yb,3,0.03966918979534617
02hhn3yb,4,0.057262905162065
02hhn3yb,5,0.0022608828939303383
02hhn3yb,6,0.024484971293481705
09u7vlj7,1,0.020414673046251997
09u7vlj7,2,0.03027272727272734
09u7vlj7,3,-0.012455801992928284
09u7vlj7,4,0.0569721450812084
09u7vlj7,5,-0.018013145852400325
09u7vlj7,6,-0.0049815897769114326
0jutvml5,1,-0.014796054385497137
0jutvml5,2,0.0811339198435973
0jutvml5,3,0.04121510673234818
0jutvml5,4,-0.021862348178137703
0jutvml5,5,-0.017249937949863403
0jutvml5,6,0.1348085917200762
0ldaeete,1,0.06506410256410267
0ldaeete,2,0.010060862004719895
0ldaeete,3,0.0066819061016352155
0ldaeete,4,0.02527758091188259
0ldaeete,5,0.03278229195853166
0ldaeete,6,0.05952380952380942
0qlz7yxg,1,0.0023809523809524835
0qlz7yxg,2,-0.02523298751538605
0qlz7yxg,3,-0.015419501133786762
0qlz7yxg,4,0.024038461538461564
0qlz7yxg,5,0.08193202146690504
0qlz7yxg,6,0.03478554542384327
0v04fxma,1,-4.5351473922894403e-4
0v04fxma,2,0.04571197411003225
0v04fxma,3,0.06072786998616886
0v04fxma,4,-0.015611021649668988
0v04fxma,5,0.10249999999999992
0v04fxma,6,0.0845588235294118
10gr6k2l,1,-0.002604565650375368
10gr6k2l,2,0.02400990099009903
10gr6k2l,3,0.020171726716240013
10gr6k2l,4,0.041209406494960854
10gr6k2l,5,0.018918336565395433
10gr6k2l,6,0.029905913978494514
11qq9hxf,1,0.11066666666666658
11qq9hxf,2,0.004166666666666652
11qq9hxf,3,-0.00766731643924623
11qq9hxf,4,0.06022408963585424
11qq9hxf,5,-0.03838271710357788
11qq9hxf,6,0.04883879781420741
14g6hv8k,1,0.04858713719473229
14g6hv8k,2,-0.026912757134726406
14g6hv8k,3,0.022081478945566557
14g6hv8k,4,0.05739210284664842
14g6hv8k,5,0.02040722946694118
14g6hv8k,6,0.049921935987509825
16j46xy8,1,-0.04453441295546556
16j46xy8,2,-0.039418630257652576
16j46xy8,3,0.04881154499151119
16j46xy8,4,-0.024425859551307716
16j46xy8,5,-8.944943870476951e-4
16j46xy8,6,-0.009557798014603325
1dyyaw4b,1,0.028958944281525012
1dyyaw4b,2,-0.010950934679385682
1dyyaw4b,3,0.07235026781366649
1dyyaw4b,4,0.04190871369294602
1dyyaw4b,5,0.022952779438135007
1dyyaw4b,6,0.017228648781688394
1lb7tbr7,1,0.08963585434173671
1lb7tbr7,2,0.06641414141414148
1lb7tbr7,3,0.09199614271938295
1lb7tbr7,4,0.02564778216952135
1lb7tbr7,5,0.04590964590964586
1lb7tbr7,6,0.04438805225060316
1xqec919,1,0.018448275862068986
1xqec919,2,-6.504065040650042e-4
1xqec919,3,0.08416666666666672
1xqec919,4,0.03673469387755102
1xqec919,5,0.03632925651754093
1xqec919,6,0.008470484968180925
21xapnnh,1,0.017783505154639223
21xapnnh,2,-4.2800890258543056e-5
21xapnnh,3,0.06818181818181812
21xapnnh,4,0.05902061855670104
21xapnnh,5,0.009482580911152394
21xapnnh,6,0.037791792168674676
23h7rpbu,1,0.08131119625372496
23h7rpbu,2,0.06981740064446829
23h7rpbu,3,-0.006523921043827374
23h7rpbu,4,0.08726263076999363
23h7rpbu,5,0.054699420201403726
23h7rpbu,6,-0.0019091256204658569
23rjqvom,1,-0.044759021356681195
23rjqvom,2,0.008758503401360196
23rjqvom,3,0.06817699715752401
23rjqvom,4,0.09329032258064529
23rjqvom,5,0.006837606837606813
23rjqvom,6,0.025799104688604246
29ehzpe0,1,0.01653129479216431
29ehzpe0,2,-0.007509774319668816
29ehzpe0,3,0.04126315789473689
29ehzpe0,4,0.03071258392895826
29ehzpe0,5,-0.04044574497935627
29ehzpe0,6,0.08859859592997432
29zpbmmy,1,0.019927840241651285
29zpbmmy,2,0.07338086749851447
29zpbmmy,3,0.049122407111921396
29zpbmmy,4,0.04562647754137117
29zpbmmy,5,0.10082501085540585
29zpbmmy,6,0.07849788962960036
2davx7nt,1,-0.03378172478342256
2davx7nt,2,0.014246068455134209
2davx7nt,3,-0.01609620721554128
2davx7nt,4,-0.025490196078431393
2davx7nt,5,0.021035108958837756
2davx7nt,6,0.04612800413472318
2n6v1k3u,1,-0.04909488575550269
2n6v1k3u,2,0.03389909323413154
2n6v1k3u,3,2.545500827287883e-4
2n6v1k3u,4,0.0393290919606708
2n6v1k3u,5,-0.0020014644862095254
2n6v1k3u,6,0.018385169296767367
2v42ipxy,1,0.02771213748657375
2v42ipxy,2,0.07469006460625116
2v42ipxy,3,0.050846719777110305
2v42ipxy,4,0.05371900826446285
2v42ipxy,5,-0.013464306884579669
2v42ipxy,6,0.04541453969371578
2wl27dkz,1,-0.020117575202320825
2wl27dkz,2,0.05788764044943817
2wl27dkz,3,-0.012472357363998432
2wl27dkz,4,0.00721311475409836
2wl27dkz,5,-0.0033941116110189906
2wl27dkz,6,0.030381739472648328
2xn0szh6,1,-0.004559748427672816
2xn0szh6,2,-0.06606642657062833
2xn0szh6,3,0.07755662319835299
2xn0szh6,4,-0.04152159896840746
2xn0szh6,5,0.02065527065527073
2xn0szh6,6,0.006882591093117396
2z10bv6a,1,-0.0028919546769070603
2z10bv6a,2,0.093609958506224
2z10bv6a,3,0.04106750126882075
2z10bv6a,4,0.07014767932489452
2z10bv6a,5,1.6592002654725047e-4
2z10bv6a,6,0.15306122448979576
2zbxslpn,1,-0.04886363636363711
2zbxslpn,2,0.08658008658008676
2zbxslpn,3,0.028680862705758647
2zbxslpn,4,0.0032962345367821833
2zbxslpn,5,0.030081479850253112
2zbxslpn,6,0.06992606935398682
30a1bp8j,1,0.015018315018314965
30a1bp8j,2,-0.024653067716410182
30a1bp8j,3,0.00880691259554689
30a1bp8j,4,-0.0031200499207987287
30a1bp8j,5,-0.08768597657486532
30a1bp8j,6,0.01800411522633749
321yl4lz,1,0.06954838709677424
321yl4lz,2,0.04932305950981675
321yl4lz,3,0.04270388064705388
321yl4lz,4,0.029931972789115635
321yl4lz,5,-0.05134594329293618
321yl4lz,6,0.07162393162393155
36eh4u39,1,0.025654269972451904
36eh4u39,2,0.031660054928288384
36eh4u39,3,-0.01484580052493456
36eh4u39,4,0.009313725490196156
36eh4u39,5,0.009371307501120585
36eh4u39,6,-0.012255319148936183
38k6v81o,1,-0.02546296296296302
38k6v81o,2,-0.019170427681066027
38k6v81o,3,0.037015615962984416
38k6v81o,4,-0.0043227083585828385
38k6v81o,5,-0.014096324886725964
38k6v81o,6,0.07162881973647328
3942ithx,1,0.09583608724388637
3942ithx,2,0.07624113475177308
3942ithx,3,-0.04180573384681219
3942ithx,4,0.03764172335600913
3942ithx,5,0.04310495118549529
3942ithx,6,0.058079516391536856
3c48ijq4,1,0.00249655647382907
3c48ijq4,2,-2.718376223268537e-4
3c48ijq4,3,0.09389841423166712
3c48ijq4,4,0.026502057613168706
3c48ijq4,5,-0.01806593406593404
3c48ijq4,6,0.008919950342544558
3o6c5jme,1,0.024888492417484254
3o6c5jme,2,0.013043478260869601
3o6c5jme,3,0.03915662650602403
3o6c5jme,4,-0.022527682321496822
3o6c5jme,5,0.03057708871662357
3o6c5jme,6,0.03642439431913125
3z7js7ze,1,0.05156797402375457
3z7js7ze,2,0.02665168539325835
3z7js7ze,3,-0.0075911942147108835
3z7js7ze,4,-0.0018293895406641392
3z7js7ze,5,0.06491990662480873
3z7js7ze,6,0.025757575757575868
4c4vv6fg,1,0.014553191489361628
4c4vv6fg,2,0.03843519945214857
4c4vv6fg,3,0.01379310344827589
4c4vv6fg,4,0.04066948826471717
4c4vv6fg,5,-0.029503570359601494
4c4vv6fg,6,0.0138808559861191
4iu45lp8,1,-0.05827899863157027
4iu45lp8,2,-0.018192771084337256
4iu45lp8,3,0.01551882460973375
4iu45lp8,4,0.03244460139489702
4iu45lp8,5,0.0035552682611504904
4iu45lp8,6,0.01241939336040121
4j2ynmmd,1,0.02975903614457842
4j2ynmmd,2,0.001427639092837385
4j2ynmmd,3,0.05521398432790836
4j2ynmmd,4,0.033089430894308935
4j2ynmmd,5,0.026708936001585193
4j2ynmmd,6,0.09310949024082138
4lce564k,1,-0.012145748987854255
4lce564k,2,0.013814756671899575
4lce564k,3,0.03968253968253965
4lce564k,4,0.0255763375380601
4lce564k,5,0.024511271762843734
4lce564k,6,-0.014813977157073444
4oenuj4z,1,0.0586419753086419
4oenuj4z,2,0.06193078324225876
4oenuj4z,3,0.032163742690058617
4oenuj4z,4,0.011636995223621383
4oenuj4z,5,0.016666666666666607
4oenuj4z,6,0.030532624674884046
4osyobtp,1,-0.02637962401455418
4osyobtp,2,-0.027501743375174525
4osyobtp,3,0.05384972170686464
4osyobtp,4,0.03324225865209485
4osyobtp,5,0.033333333333333326
4osyobtp,6,0.06235827664399085
4tjawqeo,1,0.060248447204968913
4tjawqeo,2,0.03696272516497234
4tjawqeo,3,0.016267800632911333
4tjawqeo,4,0.05350600664565042
4tjawqeo,5,0.024793388429751984
4tjawqeo,6,0.03389010989010999
4uzthrsp,1,0.05171152126189116
4uzthrsp,2,0.0496178475521587
4uzthrsp,3,0.05128676470588234
4uzthrsp,4,0.04827160493827176
4uzthrsp,5,-0.010800930541708276
4uzthrsp,6,0.0923324795505247
5aqq8r6w,1,-0.01374865735768005
5aqq8r6w,2,0.03971777390201359
5aqq8r6w,3,0.13163688711999322
