id,H_1,L_1,H_2,L_2,H_3,L_3,H_4,L_4,H_5,L_5,H_6,L_6,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6
02012588,0.9039301310043667,0.8706896551724138,0.885593220338983,0.8333333333333333,0.9259259259259259,0.8365384615384615,0.8649789029535866,0.7422680412371134,0.8531746031746033,0.8854166666666667,0.9156626506024097,0.8555555555555555,0.03324047583195289,0.05225988700564976,0.08938746438746448,0.12271086171647316,-0.03224206349206349,0.060107095046854186
02hhn3yb,0.8410041841004182,0.816326530612245,0.9071729957805907,0.8541666666666667,0.8902439024390243,0.8505747126436781,0.9102040816326532,0.8529411764705882,0.8326180257510731,0.8303571428571428,0.8968253968253966,0.8723404255319149,0.02467765348817319,0.053006329113924,0.03966918979534617,0.057262905162065,0.0022608828939303383,0.024484971293481705
09u7vlj7,0.9385964912280702,0.9181818181818182,0.928,0.8977272727272727,0.9385245901639344,0.9509803921568627,0.9785407725321889,0.9215686274509804,0.9621848739495799,0.9801980198019802,0.9423868312757202,0.9473684210526316,0.020414673046251997,0.03027272727272734,-0.012455801992928284,0.0569721450812084,-0.018013145852400325,-0.0049815897769114326
0jutvml5,0.8884297520661157,0.9032258064516129,0.9090909090909091,0.8279569892473118,0.8793103448275862,0.838095238095238,0.9149797570850202,0.9368421052631579,0.8945147679324895,0.9117647058823529,0.9282868525896414,0.7934782608695652,-0.014796054385497137,0.0811339198435973,0.04121510673234818,-0.021862348178137703,-0.017249937949863403,0.1348085917200762
0ldaeete,0.7958333333333334,0.7307692307692307,0.8554216867469879,0.845360824742268,0.8471074380165289,0.8404255319148937,0.9076305220883532,0.8823529411764706,0.9397590361445782,0.9069767441860466,0.9523809523809523,0.8928571428571429,0.06506410256410267,0.010060862004719895,0.0066819061016352155,0.02527758091188259,0.03278229195853166,0.05952380952380942
0qlz7yxg,0.9166666666666667,0.9142857142857143,0.8471074380165289,0.8723404255319149,0.8734693877551021,0.8888888888888888,0.9375,0.9134615384615384,0.9307692307692306,0.8488372093023255,0.9603174603174602,0.925531914893617,0.0023809523809524835,-0.02523298751538605,-0.015419501133786762,0.024038461538461564,0.08193202146690504,0.03478554542384327
0v04fxma,0.9551020408163265,0.9555555555555555,0.9583333333333333,0.912621359223301,0.9253112033195021,0.8645833333333333,0.9300411522633745,0.9456521739130435,0.9125,0.81,0.9327731092436975,0.8482142857142857,-4.5351473922894403e-4,0.04571197411003225,0.06072786998616886,-0.015611021649668988,0.10249999999999992,0.0845588235294118
10gr6k2l,0.8852459016393442,0.8878504672897196,0.925,0.900990099009901,0.9211618257261411,0.9009900990099011,0.9148936170212767,0.8736842105263158,0.8980392156862745,0.8791208791208791,0.9153225806451613,0.8854166666666667,-0.002604565650375368,0.02400990099009903,0.020171726716240013,0.041209406494960854,0.018918336565395433,0.029905913978494514
11qq9hxf,0.944,0.8333333333333334,0.9208333333333333,0.9166666666666666,0.8765432098765432,0.8842105263157894,0.8697478991596639,0.8095238095238096,0.8493723849372385,0.8877551020408164,0.8196721311475408,0.7708333333333334,0.11066666666666658,0.004166666666666652,-0.00766731643924623,0.06022408963585424,-0.03838271710357788,0.04883879781420741
14g6hv8k,0.9071729957805909,0.8585858585858586,0.9322709163346613,0.9591836734693877,0.9133858267716535,0.8913043478260869,0.9462809917355373,0.8888888888888888,0.902127659574468,0.8817204301075269,0.8975409836065574,0.8476190476190476,0.04858713719473229,-0.026912757134726406,0.022081478945566557,0.05739210284664842,0.02040722946694118,0.049921935987509825
