id,bin,ls_binwise_rt
7qw1xhrh,2,8.800000071525574
7qw1xhrh,3,7.650000095367432
7qw1xhrh,4,-5.099999904632568
7qw1xhrh,5,7
7qw1xhrh,6,5.4999998807907104
81bqimnf,1,8.200000166893005
81bqimnf,2,8.5
81bqimnf,3,23.100000143051147
81bqimnf,4,8.25
81bqimnf,5,-7.349999785423279
81bqimnf,6,19.65000009536743
81db02fc,1,11
81db02fc,2,21.49999988079071
81db02fc,3,1.0999999046325684
81db02fc,4,22.449999928474426
81db02fc,5,-10.149999856948853
81db02fc,6,31.200000047683716
8c1fhpt1,1,-38.5
8c1fhpt1,2,24
8c1fhpt1,3,6.5
8c1fhpt1,4,-3
8c1fhpt1,5,-5
8c1fhpt1,6,23
8cav5z8q,1,-11.650000005960464
8cav5z8q,2,-41.249999940395355
8cav5z8q,3,6.700000047683716
8cav5z8q,4,3.600000023841858
8cav5z8q,5,-34.400000005960464
8cav5z8q,6,9.04999998211855
8vxgrgkb,1,-1.3500000834465027
8vxgrgkb,2,-9.399999976158142
8vxgrgkb,3,16.75
8vxgrgkb,4,13.149999976158142
8vxgrgkb,5,-2.2500000596046448
8vxgrgkb,6,-1.6499999165534973
8xlm91xr,1,-7.149999976158142
8xlm91xr,2,-7.550000190734863
8xlm91xr,3,22.699999809265137
8xlm91xr,4,3.9499999284744263
8xlm91xr,5,1.1000001430511475
8xlm91xr,6,7.150000214576721
91e0xbu5,1,5.199999928474426
91e0xbu5,2,16.300000071525574
91e0xbu5,3,15.5
91e0xbu5,4,9.350000023841858
91e0xbu5,5,-10.600000023841858
91e0xbu5,6,15
934tcrxh,1,15
934tcrxh,2,-13.799999833106995
934tcrxh,3,-8.450000166893005
934tcrxh,4,-7.550000071525574
934tcrxh,5,0.6500000953674316
934tcrxh,6,9.75
95qq6nys,1,-0.30000007152557373
95qq6nys,2,-0.19999998807907104
95qq6nys,3,15.399999976158142
95qq6nys,4,15.199999988079071
95qq6nys,5,0.3999999165534973
95qq6nys,6,15.650000035762787
98n9czmc,1,7.500000238418579
98n9czmc,2,2.9000000953674316
98n9czmc,3,12.700000166893005
98n9czmc,4,3.4000000953674316
98n9czmc,5,1.149999976158142
98n9czmc,6,15.099999904632568
99rxav54,1,7.649999976158142
99rxav54,2,6.299999952316284
99rxav54,3,16.750000059604645
99rxav54,4,14
99rxav54,5,-0.5
99rxav54,6,6.149999976158142
9d4b8u7f,1,9.699999928474426
9d4b8u7f,2,-16
9d4b8u7f,3,8.749999761581421
9d4b8u7f,4,12.750000238418579
9d4b8u7f,5,0.10000002384185791
9d4b8u7f,6,18
9dptpzrf,1,-19.19999998807907
9dptpzrf,2,-0.8499999940395355
9dptpzrf,3,3.800000011920929
9dptpzrf,4,10.949999988079071
9dptpzrf,5,-1.5000000000000568
9dptpzrf,6,-3.6500000357628437
9e1r9mu0,1,22.5
9e1r9mu0,2,5
9e1r9mu0,3,0
9e1r9mu0,4,-5.5
9e1r9mu0,5,-9
9e1r9mu0,6,6
9e9jgfep,1,11.29999999993015
9e9jgfep,2,20.95000000006985
9e9jgfep,3,16.09999999962747
9e9jgfep,4,1.1999999997206032
9e9jgfep,5,-7.250000000465661
9e9jgfep,6,15.600000000093132
9eprutwa,1,11.449999999254942
9eprutwa,2,5.200000002980232
9eprutwa,3,10
9eprutwa,4,13.900000000372529
9eprutwa,5,-6.350000001490116
9eprutwa,6,11.300000000745058
9eybg7ux,1,22.90000009536743
9eybg7ux,2,4.5
9eybg7ux,3,26.59999990463257
9eybg7ux,4,5.150000035762787
9eybg7ux,5,14.25
9eybg7ux,6,26.650000035762787
9owrldau,1,6.399999999906868
9owrldau,2,-0.10000000009313226
9owrldau,3,7.200000000069849
9owrldau,4,7.7999999998137355
9owrldau,5,-1.849999999627471
9owrldau,6,6.750000000465661
9qygdnaf,1,-26
9qygdnaf,2,-14
9qygdnaf,3,9.5
9qygdnaf,4,-3
9qygdnaf,5,9
9qygdnaf,6,-4
9s5fp6s6,1,-10.700000002980232
9s5fp6s6,2,11.650000005960464
9s5fp6s6,3,2.2999999821185497
9s5fp6s6,4,29.649999991059303
9s5fp6s6,5,-17.399999991059246
9s5fp6s6,6,7.749999985098839
9ypnxdh1,1,7.399999976158142
9ypnxdh1,2,-0.6000000238418579
9ypnxdh1,3,12.399999976158142
9ypnxdh1,4,3.75
9ypnxdh1,5,9.200000047683716
9ypnxdh1,6,13.850000023841858
a2lhxhxk,1,-10.449999809265137
a2lhxhxk,2,-3.4000000953674316
a2lhxhxk,3,19.15000009536743
a2lhxhxk,4,2.8500003814697266
a2lhxhxk,5,12.450000047683716
a2lhxhxk,6,17.299999952316284
a9n5v3d1,1,-12.150000005960464
a9n5v3d1,2,2.75
a9n5v3d1,3,11.5
a9n5v3d1,4,18.200000047683716
a9n5v3d1,5,-16.049999952316284
a9n5v3d1,6,10.900000035762787
acyrm6vi,1,7.550000071525574
acyrm6vi,2,-3.7500001192092896
acyrm6vi,3,4.349999904632568
acyrm6vi,4,17.600000143051147
acyrm6vi,5,5.4999998807907104
acyrm6vi,6,12.5
adx0ufr2,1,5
adx0ufr2,2,9
adx0ufr2,3,0
adx0ufr2,4,20
adx0ufr2,5,-4.5
adx0ufr2,6,22
ahrykldn,1,5.149999976158142
ahrykldn,2,2.0000001192092896
ahrykldn,3,5.4999998807907104
ahrykldn,4,0.20000004768371582
ahrykldn,5,13.200000047683716
ahrykldn,6,1.449999988079071
ajw8rmzy,1,-1.7000000476837158
ajw8rmzy,2,20.350000023841858
ajw8rmzy,3,1.7999999523162842
ajw8rmzy,4,-9.949999928474426
ajw8rmzy,5,14.24999988079071
ajw8rmzy,6,7.200000047683716
au3z690l,1,-1.199999999254942
au3z690l,2,2.199999999254942
au3z690l,3,3.349999997764826
au3z690l,4,-0.10000000521540642
au3z690l,5,3.7000000029802322
au3z690l,6,12.700000002980232
awz14fq9,1,-18.25
awz14fq9,2,-1.8000000715255737
awz14fq9,3,-2.3999998569488525
awz14fq9,4,16.450000047683716
awz14fq9,5,-19.15000009536743
awz14fq9,6,-2.200000047683716
bd6v7ia1,1,-31.59999966621399
bd6v7ia1,2,-25.299999952316284
bd6v7ia1,3,-16.950000286102295
bd6v7ia1,4,9.300000190734863
bd6v7ia1,5,-37.09999990463257
bd6v7ia1,6,1.3499996662139893
bh4nuak1,1,3.9000000001396984
bh4nuak1,2,-3.3000000001629815
bh4nuak1,3,7.900000000139698
bh4nuak1,4,-5.050000000046566
bh4nuak1,5,1
bh4nuak1,6,12.350000000093132
bla7r2es,1,-19.65000033378601
bla7r2es,2,1.1999998092651367
bla7r2es,3,5.650000333786011
bla7r2es,4,7.650000095367432
bla7r2es,5,-0.7000000476837158
bla7r2es,6,-9.400000095367432
bx2hkvzu,1,11.600000023841858
bx2hkvzu,2,-6.0999999940395355
bx2hkvzu,3,11.199999988079071
bx2hkvzu,4,24.80000004172325
bx2hkvzu,5,-3.100000023841858
bx2hkvzu,6,22.099999994039536
byga4vql,1,-15.099999964237213
byga4vql,2,-13.600000023841858
byga4vql,3,44.700000047683716
byga4vql,4,6.899999976158142
byga4vql,5,0.9999999403953552
byga4vql,6,-0.3500000238418579
c8cu3c3m,1,21
c8cu3c3m,2,9
c8cu3c3m,3,7
c8cu3c3m,4,9.5
c8cu3c3m,5,-0.5
c8cu3c3m,6,-7
cjz75i22,1,6.100000023841858
cjz75i22,2,15.800000190734863
cjz75i22,3,26.199999928474426
cjz75i22,4,-12.350000023841858
cjz75i22,5,-8.700000047683716
cjz75i22,6,-16.200000047683716
cqohls3i,1,19.200000047683716
cqohls3i,2,-9.300000190734863
cqohls3i,3,-21.799999952316284
cqohls3i,4,-4.999999761581421
cqohls3i,5,-3.799999952316284
cqohls3i,6,-1.8499999046325684
cw1o9bs1,1,11.199999999953434
cw1o9bs1,2,20.650000000256114
cw1o9bs1,3,20.299999999580905
cw1o9bs1,4,15.049999999813735
cw1o9bs1,5,-18.84999999962747
cw1o9bs1,6,7.200000000651926
d0ik7z9x,1,-16
d0ik7z9x,2,16.850000001490116
d0ik7z9x,3,2.0999999940395355
d0ik7z9x,4,8.799999993294477
d0ik7z9x,5,-15.75
d0ik7z9x,6,8.399999998509884
d2m1zo7g,1,52.60000002384186
d2m1zo7g,2,10.099999964237213
d2m1zo7g,3,-10.649999976158142
d2m1zo7g,4,21.200000047683716
d2m1zo7g,5,-4.200000047683716
d2m1zo7g,6,12.800000190734863
d3omyepd,1,-35.550000071525574
d3omyepd,2,7.949999928474426
d3omyepd,3,-0.6000000238418579
d3omyepd,4,-3.9000000953674316
d3omyepd,5,0.8500001430511475
d3omyepd,6,9.400000095367432
d6it3y3p,1,14.75
d6it3y3p,2,-9.849999904632568
d6it3y3p,3,-3.7499999403953552
d6it3y3p,4,16.09999990463257
d6it3y3p,5,6.699999988079071
d6it3y3p,6,10.900000035762787
decnc028,1,0.19999998807907104
decnc028,2,-6.750000014901161
decnc028,3,24.200000017881393
decnc028,4,0.9000000059604645
decnc028,5,0.3499999940395355
decnc028,6,-3.9500000029802322
diqhmi3m,1,7.299999952316284
diqhmi3m,2,4.450000166893005
diqhmi3m,3,7.0000001192092896
diqhmi3m,4,15
diqhmi3m,5,-6.6000001430511475
diqhmi3m,6,-11.399999856948853
dkzozr6c,1,9
dkzozr6c,2,35
dkzozr6c,3,-0.5
dkzozr6c,4,3
dkzozr6c,5,-29
dkzozr6c,6,-7
dmsi5tdj,1,-6.800000000745058
dmsi5tdj,2,3.199999999254942
dmsi5tdj,3,37.299999999813735
dmsi5tdj,4,4.899999998509884
dmsi5tdj,5,-15.94999999832362
dmsi5tdj,6,9.5
dnoe2hz9,1,16.799999952316284
dnoe2hz9,2,-9.749999940395355
dnoe2hz9,3,24.299999833106995
dnoe2hz9,4,4.650000035762787
dnoe2hz9,5,8.799999952316284
dnoe2hz9,6,11.550000011920929
dq82faf2,1,-28.399999991059303
dq82faf2,2,-28.899999998509884
dq82faf2,3,15.899999994784594
dq82faf2,4,-6.3499999940395355
dq82faf2,5,2.050000000745058
dq82faf2,6,1.25
dr4gkvot,1,21.749999985098782
dr4gkvot,2,11.200000002980232
dr4gkvot,3,15.449999995529652
dr4gkvot,4,15.850000001490116
dr4gkvot,5,1.2999999895691872
dr4gkvot,6,10.899999998509884
ds5uz2d5,1,24.10000002384197
ds5uz2d5,2,48.999999940395355
ds5uz2d5,3,20.300000011920872
ds5uz2d5,4,4
ds5uz2d5,5,-11.149999976158142
ds5uz2d5,6,-3.5
dyyp50j9,1,-16
dyyp50j9,2,8.5
dyyp50j9,3,5
dyyp50j9,4,14
dyyp50j9,5,-35
dyyp50j9,6,12
e9v1bzuc,1,-21.800000011920872
e9v1bzuc,2,25
e9v1bzuc,3,15.449999958276749
e9v1bzuc,4,10.199999988079128
e9v1bzuc,5,14.450000017881393
e9v1bzuc,6,-0.75
eegst1da,1,-11.400000095367432
eegst1da,2,-12.499999761581421
eegst1da,3,-6.200000047683716
eegst1da,4,11.299999952316284
eegst1da,5,-10.199999809265137
eegst1da,6,0.2999999523162842
efi3fjue,1,10.799999952316284
efi3fjue,2,12.5
efi3fjue,3,6.5000001192092896
efi3fjue,4,16.05000001192093
efi3fjue,5,-12.5
efi3fjue,6,16.09999990463257
ej4up0rn,1,-7.199999988079071
ej4up0rn,2,-20.59999999403948
ej4up0rn,3,1.9500000029802322
ej4up0rn,4,16.700000002980232
ej4up0rn,5,-10.800000004470348
ej4up0rn,6,23.950000010430813
ejv5piey,1,9.799999952316284
ejv5piey,2,0
ejv5piey,3,8.75000011920929
ejv5piey,4,-11.799999952316284
ejv5piey,5,3.9499999284744263
ejv5piey,6,2.75
ektwqxeh,1,15.5
ektwqxeh,2,19.499999940395355
ektwqxeh,3,-4.600000023841858
ektwqxeh,4,0.6000000238418579
ektwqxeh,5,2.1000001430511475
ektwqxeh,6,12.049999833106995
em7v17uu,1,-2.850000001490116
em7v17uu,2,36.29999999701977
em7v17uu,3,-3.100000001490116
em7v17uu,4,15.599999994039536
em7v17uu,5,17.099999994039536
em7v17uu,6,2.8000000044703484
enhoisyi,1,37
enhoisyi,2,0
enhoisyi,3,-14
enhoisyi,4,38
enhoisyi,5,-11
enhoisyi,6,38
eogyi8j4,1,-2.199999988079071
eogyi8j4,2,1.949999988079071
eogyi8j4,3,4.5
eogyi8j4,4,6.799999997019768
eogyi8j4,5,9.949999988079071
eogyi8j4,6,3.849999964237213
f3jt6ahq,1,12.949999999953434
f3jt6ahq,2,-8.25000000023283
f3jt6ahq,3,-5.649999999906868
f3jt6ahq,4,7.649999999906868
f3jt6ahq,5,-3.1000000005587935
f3jt6ahq,6,11.100000000558794
f6k7yhh9,1,-10.799999952316284
f6k7yhh9,2,-13.100000023841858
f6k7yhh9,3,-24.90000009536743
f6k7yhh9,4,13.400000095367432
f6k7yhh9,5,14.400000095367432
f6k7yhh9,6,-1.149999976158142
fdlbs3x7,1,2.1000000089406967
fdlbs3x7,2,-2.80000002682209
fdlbs3x7,3,4.5
fdlbs3x7,4,6.300000011920929
fdlbs3x7,5,3.899999976158142
fdlbs3x7,6,-0.8999999910593033
fhwg4lyo,1,0.24999999994179234
fhwg4lyo,2,14.79999999993015
fhwg4lyo,3,7.8000000001629815
fhwg4lyo,4,-1.0500000002793968
fhwg4lyo,5,-2.2499999990686774
fhwg4lyo,6,7.899999998975545
fnqg33tk,1,-1.2499999962747097
fnqg33tk,2,-0.10000000149011612
fnqg33tk,3,3.8000000044703484
fnqg33tk,4,15.450000002980232
fnqg33tk,5,4.600000001490116
fnqg33tk,6,15.799999997019768
fo2t0ykg,1,30.149999856948853
fo2t0ykg,2,20.00000011920929
fo2t0ykg,3,4.7500001192092896
fo2t0ykg,4,25.649999976158142
fo2t0ykg,5,-17
fo2t0ykg,6,11.949999809265137
foy52cb4,1,16.450000047683716
foy52cb4,2,7.450000047683716
foy52cb4,3,15.25
foy52cb4,4,-6.7499998807907104
foy52cb4,5,-13.350000023841858
foy52cb4,6,3.200000047683716
ftd9rnvm,1,9.100000143051147
ftd9rnvm,2,7.250000059604645
ftd9rnvm,3,3.599999964237213
ftd9rnvm,4,0.10000002384185791
ftd9rnvm,5,2.8999998569488525
ftd9rnvm,6,19.599999964237213
g59wh51e,1,-14.349999964237213
g59wh51e,2,17.5
g59wh51e,3,8.000000059604645
g59wh51e,4,5.549999892711639
g59wh51e,5,-12
g59wh51e,6,16.399999976158142
g6fwz6fr,1,8.5
g6fwz6fr,2,9.5
g6fwz6fr,3,7
g6fwz6fr,4,3
g6fwz6fr,5,0.5
g6fwz6fr,6,-2
g6u6toqw,1,14.049999982118607
g6u6toqw,2,-9.250000029802322
g6u6toqw,3,5.100000023841858
g6u6toqw,4,11.650000005960464
g6u6toqw,5,-15.099999994039536
g6u6toqw,6,19.450000017881393
g79gm5hl,1,-9.450000017881393
g79gm5hl,2,30.350000023841858
g79gm5hl,3,20.19999998807907
g79gm5hl,4,10.100000008940697
g79gm5hl,5,-1.5
g79gm5hl,6,16.299999997019768
ga9uahma,1,-46.200000047683716
ga9uahma,2,3.6000001430511475
ga9uahma,3,39.89999997615814
ga9uahma,4,14.950000047683716
ga9uahma,5,23.550000071525574
ga9uahma,6,-13.600000143051147
ggyyoznf,1,5.099999964237213
ggyyoznf,2,2.25
ggyyoznf,3,6.899999976158142
ggyyoznf,4,0.14999999105930328
ggyyoznf,5,4.5
ggyyoznf,6,7.949999988079071
ghfmfp6u,1,7.100000023841858
ghfmfp6u,2,14.599999904632568
ghfmfp6u,3,7.299999952316284
ghfmfp6u,4,35.60000002384186
ghfmfp6u,5,-0.5499998331069946
ghfmfp6u,6,22.399999856948853
gmohu013,1,-26.600000381469727
gmohu013,2,27.09999942779541
gmohu013,3,-2.450000286102295
gmohu013,4,1.6999998092651367
